corr;corr20d;corr20dPercentile;corrMultiplier;corrPercentile;corrWMetamodel;fnc;fncPercentile;mmc;mmcMultiplier;mmcPercentile;payout;roundNumber;roundOpenTime;roundPayoutFactor;roundResolveTime;roundResolved;selectedStakeValue;username
-0.008181914;;;1;0.08171521;0.66410154;-0.011458593;0.3171521;-0.019427774;1;0.06067961;-3.799966633203727;245;01/02/2021 18:00:00;1;02/03/2021 20:00:00;True;137.63163831699472;burning_flash
0.0061548334;;;1;0.18622978;0.6365468;0.0011053777;0.6457901;-0.011825797;1;0.1426794;-0.7394418090795934;244;12/26/2020 18:00:00;1;01/27/2021 20:00:00;True;130.39085512584253;burning_flash
-0.009070009;;;1;0.20041753;0.6613353;-0.013746789;0.19624217;-0.006130525;1;0.20250522;-1.866436822020658;243;12/19/2020 18:00:00;1;01/20/2021 20:00:00;True;122.78758464345829;burning_flash
0.03430259;;;1;0.820196;0.6579218;0.03197381;0.9109501;0.009340529;1;0.8074137;5.017909940181716;242;12/12/2020 18:00:00;1;01/13/2021 20:00:00;True;114.97597705848051;burning_flash
0.0534954;;;1;0.97856516;0.8422376;0.043611825;0.88670164;0.013782428;1;0.8875766;7.240783191152209;241;12/05/2020 18:00:00;1;01/06/2021 20:00:00;True;107.6251032422078;burning_flash
0.056602947;;;1;0.98530066;0.8393845;0.04900095;0.97817373;0.017176628;1;0.9340757;7.6032704823842305;240;11/28/2020 18:00:00;1;12/30/2020 20:00:00;True;103.05386416913092;burning_flash
0.06753851;;;1;0.92870283;0.84624803;0.05367087;0.8716651;0.008411916;1;0.7479301;7.8116075849777795;239;11/21/2020 18:00:00;1;12/23/2020 20:00:00;True;102.85140258524754;burning_flash
0.07309069;;;1;0.7763772;0.8511636;0.055806838;0.64892626;-0.00121198;1;0.48459384;7.350873816272712;238;11/14/2020 18:00:00;1;12/16/2020 20:00:00;True;102.26774906657441;burning_flash
0.042102978;;;1;0.7215132;0.87821543;0.042939685;0.7028259;0.0004979022;1;0.4995442;4.571239073076889;237;11/07/2020 18:00:00;1;12/09/2020 20:00:00;True;107.30386075221698;burning_flash
0.015747681;;;1;0.49526963;0.87818044;0.02835165;0.5577105;-0.013952673;1;0.3372753;0.2024615838833749;236;10/31/2020 18:00:00;1;12/02/2020 20:00:00;True;112.7914522374353;burning_flash
0.011933401;;;1;0.46508172;0.8757949;0.017309766;0.42347696;-0.006713489;1;0.36651808;0.5836535186731301;235;10/24/2020 18:00:00;1;11/25/2020 20:00:00;True;111.81290357062308;burning_flash
-0.030881733;;;1;0.13034624;0.88021624;-0.017243875;0.04124236;-0.016327448;1;0.18279022;-5.036111685642564;234;10/17/2020 18:00:00;1;11/18/2020 20:00:00;True;106.67653015231389;burning_flash
-0.027660856;;;1;0.093035616;0.8810769;-0.014793199;0.059011165;-0.025755383;1;0.10951622;-5.487591485218329;233;10/10/2020 18:00:00;1;11/11/2020 20:00:00;True;102.73264615389236;burning_flash
0.007631883;;;1;0.59750813;0.88251406;0.0020920862;0.4588299;0.0026071968;1;0.5617551;0.9785486668122199;232;10/03/2020 18:00:00;1;11/04/2020 20:00:00;True;95.56998126637849;burning_flash
0.043553337;;;1;0.8833902;0.87900555;0.034172438;0.8259386;0.013127888;1;0.75938565;5.136373418309198;231;09/26/2020 18:00:00;1;10/28/2020 20:00:00;True;90.61860121661603;burning_flash
0.040336106;;;1;0.727327;0.87602556;0.016381606;0.53281623;0.0045351596;1;0.5638425;3.9438839984215206;230;09/19/2020 18:00:00;1;10/21/2020 20:00:00;True;87.89330707473187;burning_flash
0.0721514;;;1;0.70229006;0.82434034;0.051761445;0.80661577;0.006327557;1;0.5922392;7.162664887513873;229;09/12/2020 18:00:00;1;10/14/2020 20:00:00;True;91.2686026225405;burning_flash
0.048414487;;;1;0.7359088;0.82570386;0.051744025;0.8290057;0.0037017274;1;0.6535782;4.951380049762454;228;09/05/2020 18:00:00;1;10/07/2020 20:00:00;True;95.00651764437393;burning_flash
0.024528645;;;1;0.54076433;0.8130777;0.016389187;0.84522295;0.0031942488;1;0.4757962;2.7252941418841656;227;08/29/2020 18:00:00;1;09/30/2020 20:00:00;True;98.3048200949957;burning_flash
-0.015039751;;;1;0.18675078;0.42176485;-0.0038271155;0.19369085;-0.01873717;1;0.18864353;-3.375295547808626;226;08/22/2020 18:00:00;1;09/23/2020 20:00:00;True;99.92904337060949;burning_flash
-0.023541939;;;1;0.4017796;0.419469;-0.0053247977;0.5407255;-0.014438065;1;0.22792608;-3.737915021833431;225;08/15/2020 18:00:00;1;09/16/2020 20:00:00;True;98.41797608266627;burning_flash
-0.022493405;;;1;0.5555556;0.4290873;-0.0021194895;0.48053786;-0.0112107275;1;0.3920736;-3.298302450621784;224;08/08/2020 18:00:00;1;09/09/2020 20:00:00;True;98.13490153277269;burning_flash
-0.0134991305;;;1;0.66431594;0.41165727;0.0050177267;0.4280677;-0.0031057114;1;0.4957687;-1.6242232756137815;223;08/01/2020 18:00:00;1;09/02/2020 20:00:00;True;97.3067251867201;burning_flash
0.0063188234;;;1;0.78380334;0.41394308;0.013971138;0.4844541;0.009317266;1;0.757773;1.511067287943227;222;07/25/2020 18:00:00;1;08/26/2020 20:00:00;True;97.19891249019473;burning_flash
0.002871324;;;1;0.6636971;0.39943838;0.0062548486;0.41573867;0.0040038913;0;0.6332591;0.2830745498935732;221;07/18/2020 18:00:00;1;08/19/2020 20:00:00;True;98.58676231520079;burning_flash
0.008261701;;;1;0.8142857;0.41186798;0.008535895;0.41353384;0.011939873;0;0.7962406;0.8281763460525903;220;07/11/2020 18:00:00;1;08/12/2020 20:00:00;True;100.24283270279;burning_flash
0.0010752615;;;1;0.70256025;0.40719828;0.0028873344;0.45180723;0.009179442;0;0.6039157;0.10781269652537818;219;07/04/2020 18:00:00;1;08/05/2020 20:00:00;True;100.26648418378521;burning_flash
-0.014025651;;;1;0.55229795;0.3934448;-0.007743883;0.4540412;-0.004999938;0;0.32171157;-1.3878498250060602;218;06/27/2020 18:00:00;1;07/29/2020 20:00:00;True;98.95083241617385;burning_flash
-0.017443843;;;1;0.022708159;0.20911515;-0.006657735;0.13793103;-0.027901072;0;0.03195963;-1.6560703875892175;217;06/20/2020 18:00:00;1;07/22/2020 20:00:00;True;94.93724577208971;burning_flash
-0.00025041707;;;1;0.11892797;0.74566084;0.0038080853;0.2160804;-0.019833988;0;0.085427135;-0.023651480995212477;216;06/13/2020 18:00:00;1;07/15/2020 20:00:00;True;94.44835285478754;burning_flash
0.013996296;;;1;0.17064847;0.73399377;-0.00020320051;0.17235495;-0.02561956;0;0.08361775;1.3156517676113646;215;06/06/2020 18:00:00;1;07/08/2020 20:00:00;True;94.0;burning_flash
0.04269773;;;1;0.53222835;0.76031876;0.021824306;0.5939227;0.0025463647;0;0.40699816;4.013586644084135;214;05/30/2020 18:00:00;1;07/01/2020 20:00:00;True;94.0;burning_flash
0.04888929;;;1;0.5468128;0.7680636;0.035366837;0.77988046;-0.0011348212;0;0.41035858;0.488892917302177;213;05/23/2020 18:00:00;1;06/24/2020 20:00:00;True;10.0;burning_flash
0.044835284;;;1;0.71577847;0.7610262;0.050946284;0.9968652;0.009587853;0;0.7523511;0.448352854787537;212;05/16/2020 18:00:00;1;06/17/2020 20:00:00;True;10.0;burning_flash
0.019521153;;;1;0.99426705;-0.22758773;-0.0117966235;0.68451226;0.0033498215;0;0.7125595;29.50665748224699;277;08/14/2021 18:00:00;0.58888;09/15/2021 20:00:00;False;2566.774578545082;globalmacro
0.027789801;;;1;0.9918834;-0.22663212;0.008843031;0.7888811;0.015368464;0;0.90006983;42.20692097588404;276;08/07/2021 18:00:00;0.58732677;09/08/2021 20:00:00;False;2585.939997251088;globalmacro
0.038797133;;;1;0.9983245;-0.2389817;0.023572348;0.96287477;0.026045457;0;0.9882716;59.20869837334945;275;07/31/2021 18:00:00;0.5874242;09/01/2021 20:00:00;False;2597.969437479164;globalmacro
0.015341638;;;1;0.91049063;-0.2497116;0.00096827524;0.17684412;0.010111253;0;0.82193804;22.68857457559957;274;07/24/2021 18:00:00;0.56638926;08/25/2021 20:00:00;False;2611.0817881003377;globalmacro
-0.013071555;;;1;0.03062641;-0.2399096;0.00090548745;0.215426;-0.0074840817;0;0.16684018;-19.165418706005447;273;07/17/2021 18:00:00;0.56025916;08/18/2021 20:00:00;True;2616.990265416837;globalmacro
-0.008143144;;;1;0.4830948;-0.24083886;-0.0037341502;0.24928443;-0.008060759;0;0.18291593;-12.029440228076105;272;07/10/2021 18:00:00;0.5736188;08/11/2021 20:00:00;True;2575.3124326743305;globalmacro
-0.0088794045;;;1;0.24570355;0.76363385;0.02401911;0.7007698;-0.005729622;0;0.24874687;-13.112350621174189;271;07/03/2021 18:00:00;0.59124845;08/04/2021 20:00:00;True;2497.6220094416726;globalmacro
-0.0039941086;;;1;0.5691079;0.76530874;0.01843627;0.90567225;0.0033159838;0;0.6037516;-5.908477316498968;270;06/26/2021 18:00:00;0.6174959;07/28/2021 20:00:00;True;2395.6404393762214;globalmacro
0.02715056;;;1;0.60237306;0.7615442;0.022643376;0.843727;0.005164441;0;0.6284952;41.677832742506574;269;06/19/2021 18:00:00;0.6600065;07/21/2021 20:00:00;True;2325.830720792424;globalmacro
0.048014708;;;1;0.52078307;0.5974116;0.036017295;0.962609;0.008785556;0;0.811375;77.69042323265774;268;06/12/2021 18:00:00;0.7052184;07/14/2021 20:00:00;True;2294.4024267892314;globalmacro
0.062440097;;;1;0.970335;0.5879392;0.05377679;0.9999064;0.024746237;0;0.9851207;101.98157006545114;267;06/05/2021 18:00:00;0.7257179;07/07/2021 20:00:00;True;2250.558380245922;globalmacro
0.042489953;;;1;0.34834918;0.569455;0.029495269;0.70910275;0.00327076;0;0.5874837;69.80971858379748;266;05/29/2021 18:00:00;0.7444471;06/30/2021 20:00:00;True;2206.966645322368;globalmacro
