corr;corr20d;corr20dPercentile;corrMultiplier;corrPercentile;corrWMetamodel;fnc;fncPercentile;mmc;mmcMultiplier;mmcPercentile;payout;roundNumber;roundOpenTime;roundPayoutFactor;roundResolveTime;roundResolved;selectedStakeValue;username
-0.054638423;;;1;0.48791674;0.6480737;-0.037215013;0.034221202;-0.008816925;2;0.26389134;-23.69457258142486;277;08/14/2021 18:00:00;0.58888;09/15/2021 20:00:00;False;556.7373540220264;ageonsen
0.010987506;;;1;0.95566416;0.6527428;0.010083653;0.8196893;0.026251728;2;0.9846395;20.76070378156923;276;08/07/2021 18:00:00;0.58732677;09/08/2021 20:00:00;False;556.7373540220264;ageonsen
0.018366184;;;1;0.96843034;0.6452171;0.01584347;0.8703704;0.024998935;2;0.9851852;21.73138353609066;275;07/31/2021 18:00:00;0.5874242;09/01/2021 20:00:00;False;541.1376257883679;ageonsen
0.028370144;;;1;0.98312455;0.64431155;0.028318506;0.87874043;0.026579171;2;0.98921365;24.988036298458173;274;07/24/2021 18:00:00;0.56638926;08/25/2021 20:00:00;False;541.1376257883679;ageonsen
0.025256336;;;1;0.90959567;0.64726734;0.021951454;0.92313033;0.012417063;2;0.9078605;15.186291455205621;273;07/17/2021 18:00:00;0.56025916;08/18/2021 20:00:00;True;541.1376257883679;ageonsen
0.016756045;;;1;0.95581394;0.65518373;0.019005032;0.9059034;0.017777938;2;0.9608229;15.599728233658407;272;07/10/2021 18:00:00;0.5736188;08/11/2021 20:00:00;True;519.8678240937069;ageonsen
0.047353346;;;1;0.99820983;0.65138626;0.05207629;0.99964195;0.03764162;2;0.9987469;35.97830689168285;271;07/03/2021 18:00:00;0.59124845;08/04/2021 20:00:00;True;496.19305183955004;ageonsen
0.014922941;;;1;0.9240711;0.652356;0.011339735;0.7416981;0.016982164;2;0.9416622;14.265247324808557;270;06/26/2021 18:00:00;0.6174959;07/28/2021 20:00:00;True;472.5518393741208;ageonsen
0.039145123;;;1;0.9457322;0.6971701;0.030758357;0.9652318;0.01588799;2;0.9317513;21.269801694661005;269;06/19/2021 18:00:00;0.6600065;07/21/2021 20:00:00;True;454.4014510276861;ageonsen
0.057041034;;;1;0.72295415;0.71525156;0.030929783;0.91464096;0.010174173;2;0.848766;23.674772254156867;268;06/12/2021 18:00:00;0.7052184;07/14/2021 20:00:00;True;433.79127415583946;ageonsen
0.053895716;;;1;0.8132135;0.7196357;0.032017283;0.9270073;0.012818866;2;0.8884522;23.64121246542928;267;06/05/2021 18:00:00;0.7257179;07/07/2021 20:00:00;True;409.5926045946566;ageonsen
0.053903274;;;1;0.54542065;0.72750884;0.035751343;0.8421936;0.0039589135;2;0.61350495;18.150388346434635;266;05/29/2021 18:00:00;0.7444471;06/30/2021 20:00:00;True;394.3804061914299;ageonsen
0.049092334;;;1;0.91682243;0.78103983;0.02782277;0.84747666;0.010663713;2;0.8798131;20.610176871846694;265;05/22/2021 18:00:00;0.765288;06/23/2021 20:00:00;True;382.4390902562406;ageonsen
0.061804935;;;1;0.78190976;0.78249604;0.013786579;0.7187682;0.009633796;2;0.76002324;24.198669561182808;264;05/15/2021 18:00:00;0.766051;06/16/2021 20:00:00;True;389.6369015591457;ageonsen
0.03580937;;;1;0.7250345;0.7772862;-0.014228333;0.2970258;0.0070450953;2;0.72641325;15.212198403226715;263;05/08/2021 18:00:00;0.769843;06/09/2021 20:00:00;True;395.9980619616748;ageonsen
0.02558836;;;1;0.7014688;0.7665759;0.007593595;0.5371179;0.0056040236;2;0.7260818;11.94131593518931;262;05/01/2021 18:00:00;0.8058553;06/02/2021 20:00:00;True;402.7075036227262;ageonsen
-0.01743971;;;1;0.39495626;0.7367207;0.008550619;0.4966443;-0.0028786138;2;0.35590807;-7.197811302905114;261;04/24/2021 18:00:00;0.82797134;05/26/2021 20:00:00;True;374.76109967449963;ageonsen
-0.01206598;;;1;0.2671091;0.73902404;0.0018407288;0.40418914;-0.004083209;2;0.2658648;-6.36116040252908;260;04/17/2021 18:00:00;0.922092;05/19/2021 20:00:00;True;340.96886133180897;ageonsen
-0.007078921;;;1;0.17040552;0.74365383;0.016519714;0.5666523;-0.00825996;2;0.155522;-6.709441661051408;259;04/10/2021 18:00:00;0.92264456;05/12/2021 20:00:00;True;308.14936123891675;ageonsen
0.07486332;;;1;0.8897548;0.7481477;0.050802562;0.8143479;0.012781874;2;0.8741692;27.9464039482266;258;04/03/2021 18:00:00;0.9947622;05/05/2021 20:00:00;True;279.74084520269037;ageonsen
0.12014956;;;1;0.56939757;0.7525145;0.050242707;0.9243373;0.0060301465;2;0.5226506;33.79223834269065;257;03/27/2021 18:00:00;1;04/28/2021 20:00:00;True;255.59546371210072;ageonsen
