corr;corr20d;corr20dPercentile;corrMultiplier;corrPercentile;corrWMetamodel;fnc;fncPercentile;mmc;mmcMultiplier;mmcPercentile;payout;roundNumber;roundOpenTime;roundPayoutFactor;roundResolveTime;roundResolved;selectedStakeValue;username
0.040278096;;;1;0.98970747;0.5193716;0.041443165;0.9945829;0.045399487;0;0.98970747;0.0;232;10/03/2020 18:00:00;1;11/04/2020 20:00:00;True;0.0;ii_kings_ncb
0.04787049;;;1;0.9311718;0.49542114;0.02837183;0.67064846;0.036175948;0;0.96700794;0.0;231;09/26/2020 18:00:00;1;10/28/2020 20:00:00;True;0.0;ii_kings_ncb
0.0147538325;;;1;0.17810263;0.6787257;-0.0077509107;0.08204057;-0.016590234;0;0.0874105;0.0;230;09/19/2020 18:00:00;1;10/21/2020 20:00:00;True;0.0;ii_kings_ncb
0.06525156;;;1;0.5919211;0.6759757;0.037378725;0.54930025;0.012887485;0;0.7649491;0.0;229;09/12/2020 18:00:00;1;10/14/2020 20:00:00;True;0.0;ii_kings_ncb
-0.0671308;;;1;0.23019934;0.692829;-0.029102549;0.19386135;-0.016023694;2;0.10460398;-1.6714196069658536;277;08/14/2021 18:00:00;0.58888;09/15/2021 20:00:00;False;28.61821341686536;sirbradflies_07
-0.045168016;;;1;0.087798916;0.70262;-0.0022216039;0.41089195;-0.015834654;2;0.07523128;-1.3089655854174724;276;08/07/2021 18:00:00;0.58732677;09/08/2021 20:00:00;False;29.005222908088047;sirbradflies_07
-0.046506226;;;1;0.011640212;0.7127072;-0.020771395;0.030864198;-0.024067482;2;0.028924162;-1.679684877421073;275;07/31/2021 18:00:00;0.5874242;09/01/2021 20:00:00;False;30.213134669718706;sirbradflies_07
-0.035002254;;;1;0.037404314;0.71401286;-0.01812058;0.038274184;-0.022018755;2;0.040013917;-1.4072909978584534;274;07/24/2021 18:00:00;0.56638926;08/25/2021 20:00:00;False;31.435709384428282;sirbradflies_07
-0.0022285632;;;1;0.13326393;0.7060437;0.005952504;0.36855805;-0.009602453;2;0.11990283;-0.38700949122268863;273;07/17/2021 18:00:00;0.56025916;08/18/2021 20:00:00;True;32.22850894115009;sirbradflies_07
-0.029418673;;;1;0.02236136;0.70610106;-0.0057035005;0.20465116;-0.01762679;2;0.026833631;-1.20791176163066;272;07/10/2021 18:00:00;0.5736188;08/11/2021 20:00:00;True;32.56070571819036;sirbradflies_07
-0.026771843;;;1;0.018438954;0.7032581;0.007648773;0.2624418;-0.01968323;2;0.020229144;-1.2225747147095742;271;07/03/2021 18:00:00;0.59124845;08/04/2021 20:00:00;True;31.264560841540906;sirbradflies_07
-0.022825206;;;1;0.06946688;0.7048832;0.010052427;0.7034644;-0.011780538;2;0.07700592;-0.7927995567218071;270;06/26/2021 18:00:00;0.6174959;07/28/2021 20:00:00;True;27.678324494053715;sirbradflies_07
